transaction_id,customer_id,merchant_id,transaction_time,amount,card_type,location,purchase_category,customer_age,is_fraudulent
167,750403,2064,10/27/2023 11:34,5224.02,Visa,Hyderabad,Digital,54,1
245,582905,2021,1/16/2024 20:01,8416.67,Visa,Surat,Digital,44,0
908,723498,2060,3/18/2024 14:55,7630.92,Rupay,Kolkata,Digital,63,
494,684511,2062,3/13/2024 6:39,,Visa,,Digital,26,0
1050,792636,2000,3/21/2024 2:03,,Rupay,Surat,Digital,54,0
745,266844,2026,1/11/2024 17:38,755.78,Rupay,Jaipur,Digital,40,0
544,177626,2010,2/16/2024 11:24,9850.65,MasterCard,Surat,Digital,56,0
1084,604455,2089,2/29/2024 18:13,10121.976,Visa,Kolkata,POS,45,1
319,197948,2072,1/5/2024 5:57,12709.23,Visa,Bangalore,Digital,51,0
30,766497,2088,2/20/2024 1:56,14823.018,MasterCard,Hyderabad,Digital,32,1
636,968061,2073,10/5/2023 4:06,10318.44,Rupay,Bangalore,Digital,44,0
1057,442047,2033,3/26/2024 22:47,9659.268,Visa,Bangalore,POS,52,0
250,872761,2097,9/6/2023 16:03,6610.57,MasterCard,Kolkata,POS,44,0
350,501079,2011,3/3/2024 23:57,2464.065,MasterCard,Kolkata,Digital,47,1
924,835429,2065,10/25/2023 19:43,,MasterCard,Bangalore,POS,42,0
990,757903,2042,11/28/2023 8:15,9664.98,Visa,Chennai,POS,41,0
1093,744463,2040,2/3/2024 17:43,8263.008,Rupay,Hyderabad,Digital,50,0
317,474513,2061,9/9/2023 1:26,12253.005,,Pune,Digital,28,0
1122,216293,2014,10/7/2023 2:38,12346.035,Visa,Surat,POS,34,0
503,576973,2004,10/11/2023 23:32,2565.6015,Visa,Mumbai,Digital,,
778,707814,2076,10/24/2023 19:14,5952.948,Visa,Pune,POS,48,0
836,140241,2008,10/6/2023 11:39,,Visa,Chennai,,22,1
420,251750,2081,3/26/2024 8:08,9983.56,MasterCard,Mumbai,POS,,
756,256948,2002,11/1/2023 20:17,6127.26,Visa,Kolkata,POS,34,1
157,582159,2033,10/25/2023 21:33,5050.53,,Pune,Digital,43,0
1117,618009,2084,9/16/2023 8:37,3718.64,MasterCard,Surat,Digital,47,1
820,653437,2032,3/29/2024 13:57,7978.883,MasterCard,Mumbai,Digital,29,1
517,497011,2016,11/2/2023 4:33,8770.914,MasterCard,Bangalore,Digital,30,0
32,470802,2059,3/15/2024 19:46,7361.332,MasterCard,Hyderabad,Digital,46,1
741,250694,2092,1/24/2024 7:14,6026.48,,Jaipur,Digital,43,1
1101,285309,2067,9/25/2023 20:34,6680.53,Visa,,Digital,,0
437,407674,2045,1/25/2024 7:47,9990.468,Visa,Hyderabad,Digital,67,0
880,314838,2050,11/28/2023 12:11,5587.208,Rupay,Ahmedabad,Digital,21,0
75,168286,2034,1/12/2024 0:44,8948.148,MasterCard,Mumbai,POS,62,0
923,428165,2099,11/11/2023 11:26,6909.133,MasterCard,Chennai,POS,37,0
100,703242,2028,3/14/2024 21:41,10202.962,Rupay,Bangalore,Digital,28,0
915,995324,2059,9/5/2023 2:10,6223.248,Visa,Hyderabad,Digital,49,0
992,592245,2000,12/23/2023 1:34,,MasterCard,,Digital,44,0
42,721575,2008,11/12/2023 19:17,285.2,,Pune,Digital,56,0
499,112103,2089,12/30/2023 12:38,10693.595,Rupay,Mumbai,POS,21,1
864,490871,2081,1/27/2024 7:10,6475.93,MasterCard,Bangalore,Digital,30,0
689,216349,2003,3/10/2024 7:45,2456.84,MasterCard,Mumbai,POS,28,
967,189785,2064,12/31/2023 0:24,12634.1325,Rupay,Chennai,POS,18,
1121,568012,2070,2/20/2024 17:17,4194.22,Rupay,Kolkata,POS,,1
156,383598,2082,2/27/2024 0:41,2684.46,Visa,Kolkata,Digital,62,0
257,251086,2041,3/22/2024 6:16,7387.47,Rupay,Jaipur,POS,20,0
667,836721,2028,3/25/2024 5:15,1727.505,Visa,Jaipur,Digital,19,0
763,643609,2070,2/3/2024 11:56,456.918,Visa,Hyderabad,Digital,19,1
962,304268,2088,1/10/2024 21:01,6373.323,Rupay,Pune,Digital,20,0
358,805087,2080,2/5/2024 18:52,9612.852,MasterCard,Bangalore,Digital,39,0
787,712282,2037,1/1/2024 7:38,7154.62,Rupay,Surat,Digital,,1
957,890166,2088,3/27/2024 11:08,2486.484,Rupay,Chennai,Digital,42,0
254,950908,2069,10/21/2023 9:12,784.509,Rupay,Hyderabad,,59,1
467,494914,2014,11/1/2023 2:22,4513.392,Visa,Ahmedabad,Digital,30,0
743,973375,2007,1/20/2024 6:51,,Rupay,Kolkata,POS,26,
575,612514,2090,11/27/2023 2:47,14754.06,Visa,Surat,POS,57,
664,703606,2013,1/11/2024 16:03,5489.15,Rupay,Mumbai,Digital,26,0
581,236782,2079,11/26/2023 10:38,1563.44,Rupay,Pune,,59,0
190,807678,2053,3/7/2024 8:38,6937.01,,Ahmedabad,,25,1
760,410015,2024,3/5/2024 2:03,157.17,MasterCard,Ahmedabad,POS,29,
677,621787,2005,1/4/2024 4:53,14505.876,Visa,Delhi,Digital,23,1
1174,617607,2035,2/1/2024 8:47,224.65,Rupay,Surat,Digital,50,0
521,420861,2098,9/16/2023 19:05,,Visa,Mumbai,Digital,61,
905,674531,2084,10/26/2023 0:25,2375.61,MasterCard,Delhi,Digital,30,0
1093,744463,2040,2/3/2024 17:43,8263.008,Rupay,Hyderabad,Digital,50,0
311,175944,2032,1/14/2024 0:11,4400.802,MasterCard,Ahmedabad,Digital,21,0
384,779070,2006,9/25/2023 20:14,,MasterCard,Kolkata,POS,38,0
1000,751683,2036,11/2/2023 15:26,7391.8,Rupay,Kolkata,Digital,43,0
504,560364,2004,10/22/2023 9:02,2750.28,MasterCard,Delhi,POS,61,
715,655409,2083,11/7/2023 1:59,2148.444,Rupay,Kolkata,Digital,32,0
1114,336906,2053,1/1/2024 16:31,4355.65,MasterCard,Hyderabad,,34,0
863,955258,2074,2/15/2024 2:48,454.815,Rupay,Jaipur,,67,0
782,334606,2017,9/25/2023 15:56,2783.58,Visa,Ahmedabad,Digital,63,
396,213581,2017,11/4/2023 15:26,6985.008,Visa,Hyderabad,POS,65,0
939,243635,2098,2/6/2024 22:39,7235.33,MasterCard,Chennai,Digital,52,
1049,884478,2084,10/18/2023 23:52,7459.6995,Visa,,POS,28,0
816,531198,2096,2/15/2024 7:07,7017.076,MasterCard,Pune,Digital,68,0
634,475349,2029,9/26/2023 1:54,11183.6505,Visa,Ahmedabad,Digital,41,0
142,236003,2091,10/5/2023 22:37,940.665,MasterCard,Bangalore,Digital,29,0
1031,819350,2049,2/28/2024 12:08,2988.14,MasterCard,Surat,Digital,43,1
3,975001,2067,3/7/2024 18:27,7509.832,MasterCard,Hyderabad,POS,24,0
324,437589,2039,1/8/2024 10:45,8427.89,Visa,Hyderabad,Digital,27,0
350,501079,2011,3/3/2024 23:57,2464.065,MasterCard,Kolkata,Digital,47,1
235,175971,2086,9/1/2023 17:41,4770.048,MasterCard,Jaipur,,45,1
1181,641353,2085,12/12/2023 6:39,3033.02,Rupay,Chennai,POS,43,0
998,847758,2046,10/31/2023 19:16,3577.752,Visa,,Digital,35,0
359,973048,2086,11/5/2023 12:36,2288.165,,Hyderabad,,41,0
175,144823,2066,9/26/2023 20:03,7823.4,MasterCard,Kolkata,Digital,38,0
79,582477,2074,11/26/2023 6:56,3277.12,Rupay,Ahmedabad,Digital,59,0
618,890457,2011,12/6/2023 12:52,8561.448,Visa,Hyderabad,Digital,33,1
849,838467,2061,1/31/2024 1:29,6507.45,MasterCard,Mumbai,Digital,62,1
149,284084,2007,11/11/2023 13:11,9057.048,Visa,Hyderabad,Digital,66,0
484,662077,2076,1/23/2024 3:21,400.71,MasterCard,Surat,Digital,49,0
712,368948,2046,11/26/2023 12:35,683.23,Rupay,,Digital,46,
790,172300,2044,10/12/2023 6:25,8246.71,MasterCard,Kolkata,POS,57,0
1075,835340,2032,11/26/2023 14:51,741.136,MasterCard,Chennai,POS,38,0
91,852397,2053,9/8/2023 10:57,,MasterCard,Kolkata,Digital,36,1
861,808694,2059,2/21/2024 14:49,4189.776,MasterCard,Delhi,POS,67,0
1011,224439,2072,2/7/2024 1:39,8088.135,MasterCard,Jaipur,Digital,60,0
598,324886,2059,1/23/2024 1:18,8429.355,Visa,Pune,Digital,22,0
1058,413454,2064,3/28/2024 8:46,5547.38,Rupay,Ahmedabad,Digital,28,0
456,525829,2029,2/17/2024 9:57,7666.85,Rupay,Kolkata,Digital,68,1
122,791029,2086,9/7/2023 10:01,6116.363,Rupay,Pune,POS,56,0
34,315537,2075,2/25/2024 0:47,9386.1,MasterCard,Jaipur,POS,54,0
1022,487304,2050,10/12/2023 12:19,5774.604,Visa,Kolkata,Digital,32,1
828,402694,2014,2/1/2024 19:36,2985.66,,Kolkata,Digital,51,
891,595338,2002,11/21/2023 3:15,13508.745,Visa,Surat,POS,66,0
456,525829,2029,2/17/2024 9:57,7666.85,Rupay,Kolkata,Digital,68,1
869,410862,2024,9/25/2023 23:41,4719.915,Rupay,Chennai,POS,66,1
650,430071,2099,2/5/2024 10:16,7203.867,Visa,,Digital,52,1
752,921915,2043,3/16/2024 23:05,16032.6375,Visa,,POS,61,0
47,685070,2040,3/15/2024 20:44,4727.412,Visa,Ahmedabad,Digital,68,
634,475349,2029,9/26/2023 1:54,11183.6505,Visa,Ahmedabad,Digital,41,0
571,419285,2055,11/10/2023 23:57,4802.67,Visa,Ahmedabad,Digital,25,0
22,464958,2046,10/10/2023 13:28,6742.186,Rupay,Chennai,Digital,44,0
148,280587,2000,11/7/2023 5:21,9641.505,Rupay,Pune,Digital,,1
28,207435,2061,2/19/2024 22:21,7816.23,MasterCard,,Digital,37,0
1122,216293,2014,10/7/2023 2:38,12346.035,Visa,Surat,POS,34,0
745,266844,2026,1/11/2024 17:38,755.78,Rupay,Jaipur,Digital,40,0
239,918144,2013,9/29/2023 10:51,9555.58,Rupay,Mumbai,Digital,22,0
747,481813,2049,12/1/2023 16:20,3650.44,Rupay,Pune,Digital,18,0
351,673149,2061,11/5/2023 19:01,5571,Rupay,Hyderabad,Digital,53,
30,766497,2088,2/20/2024 1:56,14823.018,MasterCard,Hyderabad,Digital,32,1
360,121627,2079,9/4/2023 13:44,5573.1,,Surat,Digital,60,0
248,382504,2057,12/14/2023 22:31,5105.87,MasterCard,Hyderabad,POS,42,1
585,358691,2058,11/28/2023 18:22,8830.04,MasterCard,Delhi,Digital,50,0
909,975092,2023,1/6/2024 13:17,8344.82,Rupay,Hyderabad,Digital,,0
595,665028,2062,1/1/2024 3:14,7746.336,MasterCard,Pune,POS,49,0
648,863522,2019,11/24/2023 3:48,,Visa,Pune,Digital,56,1
137,625482,2017,10/5/2023 15:38,9664.424,Rupay,Delhi,Digital,51,0
1048,448756,2007,10/18/2023 1:07,8341.8885,Visa,Chennai,Digital,46,1
252,177561,2036,9/9/2023 4:42,10535.019,Rupay,Delhi,Digital,40,1
132,253438,2092,2/23/2024 11:13,2337.148,Visa,Hyderabad,Digital,61,0
497,616807,2097,11/9/2023 16:21,5675.04,Rupay,Mumbai,,20,0
875,753250,2007,2/5/2024 1:33,6850.98,Rupay,Ahmedabad,Digital,41,0
1009,767632,2077,2/10/2024 20:13,7386.432,MasterCard,Jaipur,Digital,45,0
16,441188,2010,2/14/2024 6:29,10468.106,MasterCard,Jaipur,,56,0
991,789120,2075,1/11/2024 13:07,2823.66,MasterCard,Jaipur,POS,62,0
1131,940740,2034,3/3/2024 2:52,4482.375,MasterCard,Chennai,POS,41,1
122,791029,2086,9/7/2023 10:01,6116.363,Rupay,Pune,POS,56,0
539,218010,2008,2/29/2024 18:01,9662.851,MasterCard,Surat,Digital,29,0
501,255660,2002,3/1/2024 22:53,3527.59,Rupay,Mumbai,Digital,68,0
216,836425,2066,10/9/2023 6:19,5913.974,Visa,Chennai,Digital,46,0
475,483215,2042,1/8/2024 5:58,7351.995,MasterCard,Kolkata,Digital,61,1
975,146860,2030,10/19/2023 19:01,10723.5,MasterCard,Surat,Digital,24,0
344,644971,2060,3/14/2024 20:45,3010.61,Rupay,,,49,0
952,360621,2037,12/18/2023 10:37,5831.88,Rupay,Kolkata,Digital,58,1
793,661325,2040,12/5/2023 23:06,,Rupay,,Digital,52,1
1199,119732,2003,1/27/2024 23:25,14370.015,MasterCard,Chennai,POS,24,0
405,899383,2097,10/5/2023 16:06,,Rupay,Ahmedabad,Digital,19,1
323,768567,2072,3/26/2024 2:43,,Visa,Surat,Digital,67,0
13,787150,2026,11/11/2023 7:38,,Visa,Surat,POS,42,1
410,311229,2089,2/2/2024 13:39,,MasterCard,Surat,Digital,35,
98,159139,2032,9/27/2023 18:03,7999.044,MasterCard,Ahmedabad,Digital,46,0
140,408619,2046,12/2/2023 7:11,8701.88,MasterCard,Pune,POS,27,0
793,661325,2040,12/5/2023 23:06,,Rupay,,Digital,52,1
244,237102,2072,11/3/2023 23:06,4263.5505,Rupay,,Digital,58,1
1079,281176,2079,10/19/2023 12:34,7422,Rupay,Pune,Digital,67,1
874,795144,2044,1/11/2024 5:53,,Visa,Ahmedabad,Digital,,1
888,653317,2095,9/10/2023 4:27,11361.495,Rupay,Pune,Digital,40,0
992,592245,2000,12/23/2023 1:34,,MasterCard,,Digital,44,0
743,973375,2007,1/20/2024 6:51,,Rupay,Kolkata,POS,26,
1002,388176,2043,1/11/2024 9:04,7417.74,Visa,Ahmedabad,Digital,52,0
495,187994,2053,3/15/2024 11:23,7214.944,MasterCard,Pune,Digital,43,0
825,354611,2037,9/20/2023 21:19,1757.112,Visa,Delhi,Digital,29,0
755,179453,2059,11/5/2023 1:54,3001.755,MasterCard,Chennai,Digital,62,
34,315537,2075,2/25/2024 0:47,9386.1,MasterCard,Jaipur,POS,54,0
989,928096,2007,12/26/2023 5:02,5428.83,Rupay,Bangalore,Digital,65,1
492,726087,2019,9/16/2023 1:43,12080.7555,Rupay,Surat,Digital,43,0
405,899383,2097,10/5/2023 16:06,,Rupay,Ahmedabad,Digital,19,1
594,158959,2099,11/28/2023 23:18,15885.324,Visa,Chennai,Digital,43,0
80,391236,2037,3/19/2024 23:10,,MasterCard,Pune,Digital,64,1
176,622438,2050,9/4/2023 11:03,1562.65,MasterCard,Mumbai,Digital,19,0
427,587969,2041,10/8/2023 2:26,6812.1075,Rupay,Chennai,Digital,,0
951,285805,2068,12/10/2023 7:08,9810.82,,Surat,Digital,,0
1104,199116,2018,9/23/2023 19:32,10461.209,Rupay,Pune,POS,20,1
977,172127,2009,11/6/2023 21:36,10608.564,Visa,Bangalore,,24,0
970,124188,2055,2/20/2024 21:01,2044.72,Rupay,Ahmedabad,Digital,62,1
596,796756,2026,12/16/2023 19:34,1997.064,MasterCard,Delhi,Digital,,1
723,625937,2037,2/2/2024 10:58,5199.3,Visa,Bangalore,Digital,49,0
967,189785,2064,12/31/2023 0:24,12634.1325,Rupay,Chennai,POS,18,
117,277887,2070,12/8/2023 4:42,5059.1145,MasterCard,Ahmedabad,POS,18,0
28,207435,2061,2/19/2024 22:21,7816.23,MasterCard,,Digital,37,0
950,319698,2036,10/1/2023 5:03,7678.473,Rupay,Surat,Digital,34,1
280,556350,2044,10/15/2023 16:42,867.61,Visa,,POS,64,1
431,978640,2012,9/10/2023 12:07,6488.141,Visa,Jaipur,Digital,,1
296,516408,2020,4/1/2024 3:05,17641.26,,Mumbai,Digital,53,0
1091,518310,2072,2/4/2024 3:52,17356.644,MasterCard,Kolkata,POS,38,0
334,629068,2002,1/5/2024 3:59,2041.05,,Chennai,Digital,65,0
619,571096,2038,1/21/2024 21:31,8268.48,Rupay,Bangalore,POS,30,0
155,751731,2073,9/28/2023 5:15,,Visa,,POS,38,1
402,654973,2098,2/11/2024 2:12,4922.496,MasterCard,Surat,POS,64,0
770,425146,2059,2/26/2024 22:10,,Visa,Chennai,POS,38,1
1198,175115,2076,2/15/2024 21:02,625.55,Visa,Jaipur,POS,42,0
240,759403,2008,3/19/2024 23:24,14183.442,MasterCard,Surat,Digital,59,1
290,420910,2064,10/30/2023 18:40,7748.22,MasterCard,Bangalore,,18,
428,765424,2033,1/7/2024 18:12,10087.236,Rupay,Mumbai,POS,59,0
844,146818,2071,3/22/2024 0:27,6737.805,Visa,Bangalore,POS,33,
84,800196,2090,10/14/2023 23:36,10079.91,MasterCard,Pune,Digital,45,0
923,428165,2099,11/11/2023 11:26,6909.133,MasterCard,Chennai,POS,37,0
372,893855,2031,1/20/2024 12:00,11499.396,Visa,Mumbai,Digital,58,0
56,256626,2053,9/19/2023 9:04,,Visa,Chennai,POS,50,1
8,266812,2094,9/8/2023 1:13,9396.354,,Mumbai,POS,49,0
160,876496,2054,10/13/2023 11:45,4448.364,Rupay,Hyderabad,POS,43,0
461,860573,2024,2/4/2024 11:28,6586.7,Rupay,Hyderabad,Digital,59,1
943,588141,2093,10/24/2023 3:55,,,,Digital,52,1
824,520293,2065,10/16/2023 8:37,5362.98,MasterCard,Surat,Digital,52,0
93,370479,2024,11/19/2023 23:33,8072.235,Visa,Surat,POS,46,0
355,891200,2007,10/12/2023 22:10,11902.212,Visa,Ahmedabad,Digital,18,1
728,577563,2063,11/19/2023 19:14,8930.61,Visa,Jaipur,POS,19,0
214,159754,2010,1/23/2024 20:14,7614.88,Visa,Mumbai,,58,
75,168286,2034,1/12/2024 0:44,8948.148,MasterCard,Mumbai,POS,62,0
630,585823,2087,3/17/2024 12:19,4739.31,,Hyderabad,Digital,63,1
1167,309988,2042,12/24/2023 7:54,10737.474,Visa,Delhi,POS,59,0
216,836425,2066,10/9/2023 6:19,5913.974,Visa,Chennai,Digital,46,0
1026,239251,2052,1/1/2024 22:18,7955.43,MasterCard,Chennai,Digital,54,1
716,481377,2005,9/7/2023 6:53,1180.656,Rupay,,POS,48,0
333,173749,2034,11/13/2023 20:38,2027.892,,Mumbai,Digital,54,1
240,759403,2008,3/19/2024 23:24,14183.442,MasterCard,Surat,Digital,59,1
987,448216,2004,1/27/2024 11:31,1665.156,Rupay,,Digital,57,0
63,652304,2039,10/16/2023 4:09,1386.363,MasterCard,Kolkata,POS,47,0
942,577963,2099,1/17/2024 12:50,1484.989,Visa,Kolkata,,29,1
834,345926,2066,2/13/2024 14:39,4157.424,,Ahmedabad,Digital,37,1
600,898876,2004,9/16/2023 14:13,7207.57,Rupay,Chennai,Digital,45,0
1135,398719,2098,9/16/2023 4:31,,Rupay,Hyderabad,Digital,51,0
572,719622,2039,12/23/2023 7:06,8578.93,MasterCard,Chennai,POS,36,0
449,863377,2004,10/16/2023 12:43,4855.54,Rupay,Chennai,Digital,66,0
309,847283,2068,2/3/2024 12:56,7378.5,MasterCard,Hyderabad,POS,43,0
45,928927,2077,11/14/2023 6:18,,Rupay,Hyderabad,Digital,24,1
529,692974,2055,10/1/2023 23:45,6929.16,,Chennai,Digital,23,1
705,464821,2026,11/22/2023 10:27,2676.443,Rupay,Mumbai,Digital,65,
366,170291,2011,11/27/2023 17:45,5564.55,Visa,Bangalore,Digital,21,0
1134,964122,2010,11/11/2023 1:35,11098.56,MasterCard,Chennai,,55,1
927,363549,2035,9/1/2023 7:38,9690.043,Rupay,Ahmedabad,Digital,27,1
523,585275,2088,3/13/2024 7:18,4147.07,MasterCard,Kolkata,POS,,0
1070,423296,2090,10/29/2023 5:19,84.711,Visa,,Digital,60,1
104,108252,2027,11/14/2023 0:52,17865.378,Rupay,Kolkata,Digital,,1
262,612586,2016,1/18/2024 18:22,,Visa,Ahmedabad,POS,40,
568,606762,2092,11/4/2023 14:30,1945.98,,Ahmedabad,Digital,22,0
498,472721,2056,2/4/2024 11:39,5599.356,Rupay,Jaipur,Digital,63,1
299,840028,2010,12/3/2023 10:05,8242.663,MasterCard,Kolkata,Digital,33,0
751,839727,2063,1/2/2024 9:58,3365.16,MasterCard,,Digital,23,0
89,588414,2058,2/3/2024 6:15,11494.044,MasterCard,Ahmedabad,POS,65,0
275,914903,2097,12/25/2023 4:36,1697.916,Rupay,Chennai,Digital,18,0
1117,618009,2084,9/16/2023 8:37,3718.64,MasterCard,Surat,Digital,47,1
434,532624,2095,9/23/2023 17:10,4054.068,Visa,Bangalore,Digital,35,
212,715145,2068,10/5/2023 11:12,240.96,Rupay,Ahmedabad,Digital,24,1
136,487524,2018,2/7/2024 20:21,4220.92,,Hyderabad,,19,0
893,127908,2073,9/27/2023 22:52,10517.529,MasterCard,Surat,POS,42,1
1155,522188,2097,1/24/2024 8:23,4887.216,,Delhi,Digital,59,1
475,483215,2042,1/8/2024 5:58,7351.995,MasterCard,Kolkata,Digital,61,1
1041,117959,2037,9/29/2023 1:09,10597.521,MasterCard,Pune,Digital,40,0
581,236782,2079,11/26/2023 10:38,1563.44,Rupay,Pune,,59,0
53,105140,2020,10/10/2023 12:28,4072.97,Rupay,Pune,POS,61,0
981,652491,2073,11/21/2023 21:07,11121.012,,Mumbai,Digital,48,0
421,610825,2032,2/19/2024 9:16,9334.48,Rupay,Jaipur,POS,59,0
755,179453,2059,11/5/2023 1:54,3001.755,MasterCard,Chennai,Digital,62,
741,250694,2092,1/24/2024 7:14,6026.48,,Jaipur,Digital,43,1
932,318006,2011,1/5/2024 9:32,4777.944,Visa,Delhi,POS,33,0
161,302810,2091,1/23/2024 5:52,1092.465,,Jaipur,,25,0
1030,629666,2088,12/25/2023 14:14,4464.449,,Pune,POS,60,0
129,704382,2028,10/6/2023 13:55,5993.748,MasterCard,Pune,Digital,68,
857,902844,2021,3/20/2024 9:48,1710.26,Visa,Chennai,Digital,64,1
652,858579,2090,10/24/2023 9:08,10462.176,Visa,Ahmedabad,Digital,39,0
1196,460104,2001,10/5/2023 15:05,8235.777,MasterCard,Surat,POS,,
953,357278,2040,1/14/2024 22:31,9506.53,Rupay,Pune,Digital,23,1
361,540825,2069,11/18/2023 14:10,,Visa,Hyderabad,Digital,62,0
812,113231,2039,2/4/2024 11:11,6802.77,Visa,Hyderabad,,58,0
267,539639,2085,11/13/2023 13:02,8865.852,,Jaipur,Digital,37,0
787,712282,2037,1/1/2024 7:38,7154.62,Rupay,Surat,Digital,,1
1149,165965,2027,12/31/2023 1:39,5732.985,MasterCard,Surat,POS,24,1
62,108281,2054,3/18/2024 23:20,4166.85,MasterCard,Pune,Digital,19,0
391,800613,2081,3/24/2024 11:38,975.26,Visa,Mumbai,POS,31,0
720,670174,2002,2/17/2024 4:07,15832.512,Rupay,Mumbai,POS,33,1
641,284510,2059,10/18/2023 21:43,8378.56,Rupay,Bangalore,Digital,34,1
400,105287,2030,2/8/2024 20:17,7458.946,MasterCard,Surat,,,
532,139326,2028,2/11/2024 5:36,3696.426,Rupay,Delhi,POS,20,0
173,671201,2071,1/18/2024 5:00,3299.37,Rupay,Delhi,Digital,33,1
1086,175489,2091,12/6/2023 6:21,8689.868,Visa,Chennai,Digital,25,
889,832041,2055,2/19/2024 11:48,5534.76,MasterCard,Pune,Digital,31,0
385,695642,2008,3/24/2024 10:40,4571.149,Rupay,Hyderabad,POS,,1
607,358223,2031,11/15/2023 11:30,,MasterCard,Chennai,Digital,30,0
981,652491,2073,11/21/2023 21:07,11121.012,,Mumbai,Digital,48,0
642,625314,2078,11/4/2023 0:34,4243.2,Rupay,Surat,Digital,46,0
1006,841007,2005,12/2/2023 20:57,7262.728,Visa,Surat,Digital,39,
205,800623,2035,12/9/2023 22:32,5004.708,Rupay,Chennai,Digital,46,1
23,115377,2089,11/17/2023 6:42,4139.73,MasterCard,Surat,Digital,,
143,460715,2093,1/8/2024 10:09,4871.58,Visa,Kolkata,Digital,53,0
409,756370,2039,11/10/2023 10:37,8509.716,Visa,Kolkata,POS,54,1
1199,119732,2003,1/27/2024 23:25,14370.015,MasterCard,Chennai,POS,24,0
199,881954,2006,9/27/2023 18:49,4718.483,,Kolkata,POS,65,
823,340926,2021,12/8/2023 15:21,711.12,,Jaipur,Digital,68,0
1177,144955,2014,2/20/2024 10:38,5203.71,Visa,Jaipur,POS,47,0
164,967047,2006,12/14/2023 9:59,11559.6,Rupay,Ahmedabad,Digital,33,1
1082,730171,2047,10/15/2023 18:26,3997.763,Rupay,Bangalore,Digital,22,0
160,876496,2054,10/13/2023 11:45,4448.364,Rupay,Hyderabad,POS,43,0
990,757903,2042,11/28/2023 8:15,9664.98,Visa,Chennai,POS,41,0
623,757463,2045,3/4/2024 1:05,5268.03,Visa,Pune,Digital,65,0
20,935897,2071,9/6/2023 20:03,2319.39,MasterCard,Pune,Digital,,0
866,560469,2086,10/11/2023 2:09,5674.3665,Visa,Mumbai,Digital,65,0
26,491228,2089,2/11/2024 12:43,3566.54,Visa,Ahmedabad,POS,19,0
35,494874,2099,2/14/2024 19:57,4545.09,MasterCard,Delhi,POS,66,
151,826491,2054,10/25/2023 20:05,8627.04,Rupay,Delhi,POS,,
1185,469767,2067,2/24/2024 15:30,341.724,MasterCard,Ahmedabad,Digital,,0
324,437589,2039,1/8/2024 10:45,8427.89,Visa,Hyderabad,Digital,27,0
954,606293,2061,1/10/2024 14:31,7089.456,Visa,Surat,POS,41,0
353,405436,2087,10/4/2023 10:51,2754.895,Rupay,Bangalore,Digital,33,0
175,144823,2066,9/26/2023 20:03,7823.4,MasterCard,Kolkata,Digital,38,0
730,875956,2023,9/19/2023 5:35,10962.972,Visa,Ahmedabad,,48,1
605,250585,2041,12/4/2023 0:31,12883.29,MasterCard,Jaipur,Digital,39,0
612,938489,2081,11/17/2023 14:13,4619.69,Visa,Jaipur,POS,50,0
591,182584,2088,12/8/2023 7:40,7365.38,MasterCard,Mumbai,Digital,33,0
873,593260,2099,2/11/2024 16:53,2218.03,,Ahmedabad,Digital,58,1
1087,705153,2065,9/23/2023 8:42,9816.543,Rupay,Bangalore,Digital,26,1
816,531198,2096,2/15/2024 7:07,7017.076,MasterCard,Pune,Digital,68,0
284,756791,2091,12/8/2023 8:15,6265.4,MasterCard,Ahmedabad,Digital,41,0
456,525829,2029,2/17/2024 9:57,7666.85,Rupay,Kolkata,Digital,68,1
527,272584,2097,11/17/2023 17:59,5149.4,Visa,Mumbai,Digital,47,0
862,586471,2013,3/19/2024 8:28,1745.557,Rupay,Hyderabad,Digital,,0
948,679206,2077,9/24/2023 4:24,16997.796,Visa,Chennai,POS,53,0
403,290199,2059,10/20/2023 8:33,8259.24,MasterCard,,Digital,68,1
164,967047,2006,12/14/2023 9:59,11559.6,Rupay,Ahmedabad,Digital,33,1
434,532624,2095,9/23/2023 17:10,4054.068,Visa,Bangalore,Digital,35,
218,682781,2011,11/23/2023 6:11,,MasterCard,Jaipur,POS,55,0
389,268831,2086,9/15/2023 14:34,3945.876,MasterCard,Pune,POS,26,0
1125,128157,2059,2/7/2024 8:14,6590.67,,Mumbai,Digital,23,1
489,190650,2003,11/23/2023 0:18,940.4505,Visa,Hyderabad,POS,29,0
215,791161,2001,11/19/2023 13:43,1414.24,MasterCard,Pune,POS,57,1
1182,479678,2018,9/5/2023 14:27,7778.712,,Delhi,Digital,54,1
508,224601,2048,11/2/2023 16:05,5257.74,Rupay,,POS,19,1
542,957863,2024,12/13/2023 2:35,3639.03,Rupay,,Digital,19,0
591,182584,2088,12/8/2023 7:40,7365.38,MasterCard,Mumbai,Digital,33,0
823,340926,2021,12/8/2023 15:21,711.12,,Jaipur,Digital,68,0
299,840028,2010,12/3/2023 10:05,8242.663,MasterCard,Kolkata,Digital,33,0
833,860146,2060,11/6/2023 20:25,5608.49,,Bangalore,Digital,20,0
1093,744463,2040,2/3/2024 17:43,8263.008,Rupay,Hyderabad,Digital,50,0
557,978607,2059,2/25/2024 7:58,11575.848,MasterCard,Jaipur,Digital,,0
1126,187280,2092,10/12/2023 4:05,8548.56,Visa,Hyderabad,Digital,68,0
74,623148,2040,12/18/2023 3:52,3563.16,MasterCard,Jaipur,POS,47,1
